farmer_id,contracted_merchant_id,contracted_quantity_kg,contracted_price_per_kg,delivered_to_contractor_kg,delivered_to_others_kg,delivery_ratio,distance_to_contractor_km,distance_to_alternative_km,alternative_price_premium,farmer_debt_level_usd,contractor_support_score,harvest_season,is_side_buying
F02711,M033,812.91,2.63,312.97,446.28,0.385,10.4,2.8,0.151,559.45,100.0,late,1
F02712,M093,2742.74,4.34,1098.52,947.0,0.401,23.4,20.1,0.301,959.35,51.7,mid,1
F02713,M010,2716.4,3.83,1941.32,680.57,0.715,6.0,53.7,0.169,329.65,100.0,late,1
F02714,M060,1555.86,2.84,1555.86,89.45,1.0,18.8,1.0,0.0,242.98,74.5,mid,0
F02715,M091,2458.09,2.73,2219.82,80.46,0.903,13.2,2.7,0.0,757.32,100.0,late,0
F02716,M090,1827.03,4.41,1356.29,421.51,0.742,27.2,21.6,0.163,1042.34,97.3,late,1
F02717,M189,1443.43,2.06,846.0,128.68,0.586,16.1,4.7,0.0,1252.29,70.0,late,0
F02718,M143,522.51,5.28,381.68,3.29,0.73,34.4,3.6,0.0,920.46,86.1,early,0
F02719,M148,1878.63,3.75,1542.9,609.46,0.821,9.9,30.9,0.218,596.82,97.4,mid,1
F02720,M132,2022.62,2.84,1889.75,275.68,0.934,48.3,106.6,0.0,186.28,100.0,late,0
F02721,M121,1313.85,3.75,1035.95,570.82,0.788,2.2,53.8,0.088,220.59,79.7,mid,1
F02722,M046,831.04,3.86,747.57,38.47,0.9,60.8,2.9,0.0,766.89,100.0,early,0
F02723,M198,2046.13,2.08,1865.09,840.05,0.912,20.1,51.1,0.266,23.77,84.4,late,1
F02724,M167,3279.21,3.89,3178.43,0.0,0.969,19.1,2.2,0.0,519.55,43.8,late,0
F02725,M003,1703.59,3.96,1422.78,71.99,0.835,44.9,38.8,0.0,851.4,63.4,mid,0
F02726,M147,2855.33,2.13,2645.34,400.87,0.926,45.6,47.0,0.0,13.08,69.0,late,0
F02727,M034,2728.62,3.51,2854.18,1164.88,1.046,28.5,1.0,0.334,45.36,65.3,early,1
F02728,M026,939.22,3.08,606.33,560.08,0.646,45.1,13.0,0.204,2775.86,70.9,mid,1
F02729,M048,4236.02,2.36,1189.28,1339.52,0.281,85.6,16.2,0.092,1030.73,90.2,mid,1
F02730,M192,709.72,3.2,469.62,368.68,0.662,29.2,26.3,0.18,81.95,59.0,mid,1
F02731,M179,996.67,3.06,996.67,85.79,1.0,37.9,51.2,0.0,112.92,57.1,early,0
F02732,M019,2445.07,3.86,2959.16,979.22,1.21,14.8,8.7,0.203,60.83,64.6,late,1
F02733,M147,3369.77,4.18,2463.59,1379.14,0.731,62.2,4.3,0.39,36.59,70.4,early,1
F02734,M012,2081.87,3.89,1895.9,125.53,0.911,15.3,12.6,0.0,1639.1,100.0,late,0
F02735,M113,1050.14,2.98,1050.14,75.02,1.0,56.1,56.4,0.0,16.88,47.8,early,0
F02736,M146,2041.22,3.53,2041.22,28.88,1.0,35.3,72.7,0.0,116.14,52.3,early,0
F02737,M073,1251.24,4.04,733.92,646.83,0.587,3.8,6.4,0.068,168.67,97.9,late,1
F02738,M094,500.0,3.24,426.5,65.61,0.853,19.6,25.6,0.0,66.34,61.4,late,0
F02739,M045,1854.32,2.21,820.57,565.06,0.443,7.3,14.0,-0.007,239.02,58.2,mid,1
F02740,M105,2959.67,4.19,2431.99,1428.94,0.822,5.1,1.7,0.182,621.92,94.0,early,1
F02741,M044,500.0,4.9,423.73,66.98,0.847,5.3,1.0,0.0,707.07,100.0,late,0
F02742,M053,593.1,3.33,528.53,37.02,0.891,11.1,3.9,0.0,30.53,63.8,early,0
F02743,M022,2514.57,4.29,2156.04,0.0,0.857,28.5,27.3,0.0,120.37,75.5,early,0
F02744,M187,2349.34,2.67,1327.45,1396.92,0.565,9.5,7.5,0.043,545.18,75.3,early,1
F02745,M140,500.0,2.43,443.26,101.0,0.887,38.9,4.8,0.0,1071.6,49.6,early,0
F02746,M034,2825.06,3.87,2006.43,132.39,0.71,18.9,11.1,0.0,750.4,94.9,late,0
F02747,M039,500.0,4.12,300.8,56.03,0.602,1.0,13.4,0.205,16.49,100.0,late,1
F02748,M200,2272.4,4.47,565.46,1177.05,0.249,2.6,57.2,-0.121,272.21,59.8,early,1
F02749,M019,2468.98,3.06,1612.19,1690.13,0.653,25.8,7.5,0.156,44.1,100.0,mid,1
F02750,M054,2286.07,3.04,2286.07,140.17,1.0,3.9,1.3,0.0,303.0,44.7,mid,0
F02751,M142,1348.26,3.58,1139.91,124.85,0.845,39.8,25.7,0.0,432.09,91.4,late,0
F02752,M057,2674.68,3.46,2104.59,0.0,0.787,6.2,19.6,0.0,317.23,56.6,mid,0
F02753,M190,1872.84,3.55,1872.84,0.0,1.0,29.2,30.9,0.0,222.16,59.3,late,0
F02754,M181,1594.01,4.57,1340.02,791.9,0.841,99.4,2.7,0.276,310.21,68.5,mid,1
F02755,M006,3484.96,2.85,2017.75,1146.5,0.579,17.2,15.2,0.211,887.48,98.6,early,1
F02756,M107,1277.33,2.97,1097.46,61.08,0.859,30.9,5.7,0.0,405.21,81.7,late,0
F02757,M127,3597.77,4.36,3597.77,155.42,1.0,61.5,3.5,0.0,67.51,76.7,early,0
F02758,M028,2644.07,2.99,2644.07,0.0,1.0,4.2,1.1,0.0,244.21,70.0,mid,0
F02759,M062,1323.45,3.07,1055.06,47.88,0.797,11.1,14.3,0.0,582.1,97.8,mid,0
F02760,M041,886.31,1.47,886.31,0.0,1.0,4.2,28.6,0.0,293.88,56.1,early,0
F02761,M195,1344.72,2.19,1057.05,571.34,0.786,16.1,33.1,0.447,385.78,34.5,mid,1
F02762,M182,2054.47,3.77,2054.47,154.16,1.0,96.4,1.5,0.0,339.54,75.1,mid,0
F02763,M139,2623.92,3.86,2623.92,16.68,1.0,82.3,1.0,0.0,2296.31,89.7,early,0
F02764,M116,2616.91,3.02,2616.91,443.13,1.0,77.6,33.4,0.0,57.61,34.9,late,0
F02765,M139,1187.28,3.5,1056.74,0.0,0.89,2.8,4.7,0.0,490.44,70.8,late,0
F02766,M140,2537.74,3.28,2537.74,0.0,1.0,1.2,7.4,0.0,163.79,73.9,early,0
F02767,M028,1830.49,4.13,1618.05,49.47,0.884,110.0,1.8,0.0,342.1,94.3,late,0
F02768,M092,1528.05,2.79,1474.77,116.83,0.965,34.8,4.1,0.0,873.32,44.5,early,0
F02769,M114,500.0,2.99,500.0,0.0,1.0,21.9,29.8,0.0,323.58,68.8,mid,0
F02770,M197,1877.84,2.86,1877.84,12.44,1.0,3.6,15.4,0.0,578.52,100.0,mid,0
F02771,M100,2525.11,4.02,2525.11,183.74,1.0,8.6,39.9,0.0,201.51,92.1,late,0
F02772,M190,1985.6,4.52,1750.84,51.06,0.882,67.9,11.4,0.0,168.98,68.6,early,0
F02773,M077,500.0,3.77,425.33,7.43,0.851,19.0,6.7,0.0,580.1,39.5,mid,0
F02774,M122,3022.43,3.72,2827.39,124.11,0.935,7.5,8.9,0.0,882.34,79.9,early,0
F02775,M084,3326.88,4.13,1497.62,1171.74,0.45,131.4,1.0,0.223,927.73,55.6,early,1
F02776,M030,1381.39,4.67,644.34,834.09,0.466,22.7,24.0,0.143,327.03,84.2,mid,1
F02777,M123,2256.82,5.59,2161.24,0.0,0.958,10.1,6.9,0.0,1552.75,93.3,early,0
F02778,M034,1436.3,2.54,1177.12,4.65,0.82,6.3,21.2,0.0,789.77,84.4,mid,0
F02779,M035,1983.92,3.86,1092.72,1060.3,0.551,12.5,11.4,0.223,20.98,75.0,mid,1
F02780,M143,2287.37,3.91,1993.36,57.87,0.871,1.4,5.8,0.0,149.17,80.4,late,0
F02781,M119,1805.3,3.61,1805.3,27.28,1.0,4.8,16.4,0.0,454.88,72.2,early,0
F02782,M074,2356.2,3.18,2284.85,121.16,0.97,34.6,21.8,0.0,227.59,41.7,late,0
F02783,M052,867.06,3.38,719.11,151.09,0.829,5.1,17.1,0.0,24.68,72.4,late,0
F02784,M128,1840.68,3.75,1428.2,737.95,0.776,20.4,10.0,0.142,762.87,81.3,late,1
F02785,M168,2735.85,3.33,2586.13,185.24,0.945,7.7,31.8,0.0,91.35,60.5,mid,0
F02786,M103,2172.93,4.19,2172.93,170.3,1.0,76.1,7.6,0.0,576.21,68.4,mid,0
F02787,M021,1632.36,3.34,1632.36,67.45,1.0,68.8,13.5,0.0,90.65,64.3,late,0
F02788,M128,1298.43,2.77,1298.43,181.35,1.0,20.1,17.3,0.0,2038.91,83.6,mid,0
F02789,M183,1904.22,3.39,1747.17,62.46,0.918,9.1,19.7,0.0,258.69,81.7,late,0
F02790,M024,1093.19,1.64,705.0,463.64,0.645,24.0,1.4,0.238,721.75,83.9,mid,1
F02791,M105,1282.74,3.32,752.38,587.13,0.587,4.4,1.4,0.196,913.12,74.3,mid,1
F02792,M188,1213.87,2.85,1213.87,89.97,1.0,3.4,41.3,0.0,832.04,71.2,mid,0
F02793,M044,4418.99,2.46,3930.84,267.87,0.89,1.0,3.7,0.0,174.85,40.1,mid,0
F02794,M007,2815.64,3.6,1669.13,1132.99,0.593,2.6,1.0,0.474,119.74,58.8,early,1
F02795,M098,1983.2,3.95,1813.54,354.33,0.914,1.0,4.5,0.0,72.27,87.7,late,0
F02796,M004,2931.16,2.78,2890.12,413.57,0.986,1.0,42.5,0.0,676.42,58.1,mid,0
F02797,M194,2498.34,3.0,2280.54,74.27,0.913,38.3,4.8,0.0,324.11,82.5,late,0
F02798,M027,2044.9,3.93,1923.5,60.22,0.941,47.5,15.0,0.0,46.38,68.7,early,0
F02799,M086,1282.96,2.41,1415.28,482.65,1.103,40.5,2.1,0.1,177.18,59.8,mid,1
F02800,M038,3385.55,2.41,3198.33,0.0,0.945,4.5,9.8,0.0,1336.92,75.4,early,0
F02801,M156,2729.92,3.62,1729.66,1360.12,0.634,13.6,13.0,0.294,99.18,100.0,late,1
F02802,M127,1090.59,1.8,1090.59,0.0,1.0,43.9,8.7,0.0,333.19,100.0,early,0
F02803,M186,2156.72,3.68,996.77,615.32,0.462,33.3,17.5,0.193,486.71,59.5,early,1
F02804,M093,2378.47,3.34,1765.49,199.7,0.742,14.4,27.5,0.0,84.57,76.5,mid,0
F02805,M142,1334.96,3.07,609.46,561.74,0.457,33.4,18.1,0.453,1873.51,81.8,late,1
F02806,M140,3803.9,3.91,3494.13,216.77,0.919,8.3,18.5,0.0,1145.87,30.9,late,0
F02807,M004,1486.41,4.24,1486.41,125.22,1.0,6.5,2.4,0.0,315.82,54.3,early,0
F02808,M173,1917.87,3.62,310.37,935.34,0.162,12.3,5.5,0.147,511.94,66.5,late,1
F02809,M189,2848.79,2.46,2848.79,208.47,1.0,28.9,2.8,0.0,296.35,95.9,early,0
F02810,M185,3612.54,2.73,3602.1,181.63,0.997,31.8,44.6,0.0,454.18,74.2,late,0
F02811,M017,1630.31,5.15,1533.6,297.83,0.941,50.2,22.9,0.0,1531.34,78.3,late,0
F02812,M134,1227.29,3.42,1073.23,129.94,0.874,12.6,1.2,0.0,214.57,74.0,mid,0
F02813,M062,2737.38,4.79,1455.37,865.93,0.532,38.7,11.0,0.292,159.26,82.8,early,1
F02814,M150,2791.87,3.2,2791.87,165.66,1.0,1.0,24.1,0.0,544.54,63.4,late,0
F02815,M198,1038.11,4.2,972.69,33.25,0.937,4.4,2.2,0.0,193.44,98.2,early,0
F02816,M089,1903.14,3.33,1815.63,202.39,0.954,25.2,4.4,0.0,246.99,35.5,mid,0
F02817,M084,2471.12,3.83,2236.74,58.22,0.905,12.4,28.2,0.0,68.97,94.1,mid,0
F02818,M046,1138.11,3.42,895.03,138.99,0.786,23.6,4.0,0.11,17.26,100.0,early,1
F02819,M112,3805.3,2.67,3394.75,345.66,0.892,3.3,5.2,0.255,1424.91,51.9,early,1
F02820,M193,500.0,3.23,500.0,31.24,1.0,8.9,10.2,0.0,1242.45,68.7,mid,0
F02821,M058,1660.96,3.97,1660.96,99.45,1.0,26.5,65.8,0.0,345.59,66.8,mid,0
F02822,M108,1305.97,3.06,1095.99,2.95,0.839,30.7,14.2,0.0,474.41,100.0,mid,0
F02823,M101,1044.66,2.96,1044.66,15.57,1.0,12.7,11.3,0.0,195.73,100.0,late,0
F02824,M168,2406.13,2.68,1175.3,882.14,0.488,14.2,22.5,0.384,756.76,59.3,late,1
F02825,M047,893.43,4.44,789.16,0.0,0.883,13.6,10.0,0.0,608.92,62.8,early,0
F02826,M027,1735.18,1.34,1678.16,0.0,0.967,20.7,8.2,0.0,249.38,85.0,early,0
F02827,M181,2012.87,3.97,1887.67,88.99,0.938,12.4,1.0,0.0,2470.14,82.2,mid,0
F02828,M057,2418.33,3.92,1551.43,570.01,0.642,94.7,16.9,0.332,1141.03,66.0,late,1
F02829,M019,3109.1,3.6,3061.01,150.53,0.985,21.1,30.2,0.0,230.32,60.6,mid,0
F02830,M173,1285.36,4.08,1104.6,119.78,0.859,25.0,7.5,0.0,224.52,61.4,mid,0
F02831,M195,3184.32,2.67,2853.82,48.12,0.896,68.9,22.5,0.0,160.2,56.1,mid,0
F02832,M120,3116.14,3.03,2839.86,0.0,0.911,28.9,26.6,0.0,222.16,82.7,mid,0
F02833,M063,3102.51,2.85,2518.84,129.83,0.812,15.9,3.2,0.0,77.63,33.5,late,0
F02834,M087,1057.47,2.92,998.23,108.98,0.944,8.6,1.5,0.0,289.73,72.6,early,0
F02835,M025,1357.5,3.33,1357.5,0.0,1.0,20.0,1.0,0.0,79.39,58.2,mid,0
F02836,M050,1740.76,3.33,1530.96,87.71,0.879,7.9,5.0,0.0,307.21,74.1,mid,0
F02837,M009,1470.17,3.85,1413.46,26.82,0.961,8.1,33.0,0.0,557.18,31.1,late,0
F02838,M166,1757.86,1.72,1356.13,191.72,0.771,10.8,2.9,0.0,413.45,82.9,mid,0
F02839,M192,2044.74,3.03,1621.68,0.0,0.793,12.0,6.0,0.0,697.93,96.3,mid,0
F02840,M165,1028.21,3.03,647.44,540.15,0.63,1.0,31.3,0.164,127.79,68.4,late,1
F02841,M091,2647.69,3.25,2402.95,269.72,0.908,6.9,12.3,0.0,452.17,59.4,early,0
F02842,M191,3214.6,3.32,3214.6,334.12,1.0,9.7,45.1,0.0,118.22,81.0,mid,0
F02843,M110,1847.65,4.88,1475.49,762.59,0.799,19.3,1.0,0.295,1106.27,69.8,mid,1
F02844,M041,1946.98,5.12,1946.98,141.61,1.0,2.3,10.9,0.0,301.38,93.2,late,0
F02845,M084,1276.64,4.7,1007.14,446.22,0.789,2.2,19.1,0.238,358.81,59.3,mid,1
F02846,M181,500.0,3.71,310.29,182.16,0.621,58.6,11.6,0.01,426.46,68.4,mid,1
F02847,M191,1713.3,3.01,779.86,1072.65,0.455,7.7,1.6,0.121,1059.29,83.7,late,1
F02848,M093,2409.17,4.17,2089.3,149.96,0.867,4.8,1.1,0.0,808.33,60.0,late,0
F02849,M072,1497.8,5.29,1446.11,48.91,0.965,19.6,18.1,0.0,381.56,54.0,early,0
F02850,M151,2171.62,3.61,2129.66,121.55,0.981,47.1,1.0,0.0,545.01,80.8,late,0
F02851,M100,2301.58,4.26,1642.15,167.22,0.713,30.7,25.5,0.0,84.24,97.0,early,0
F02852,M041,2022.76,3.15,1851.8,124.63,0.915,39.6,36.5,0.0,39.43,99.2,early,0
F02853,M150,1166.24,4.15,1088.29,0.0,0.933,17.3,3.2,0.0,153.19,38.7,late,0
F02854,M119,1746.68,5.05,1713.26,95.59,0.981,34.6,12.3,0.0,697.86,60.6,late,0
F02855,M098,1434.42,1.99,1299.19,0.0,0.906,25.1,2.4,0.0,64.91,57.0,late,0
F02856,M098,1115.03,2.54,1094.19,56.84,0.981,7.1,11.4,0.0,469.34,67.3,late,0
F02857,M144,2073.9,3.77,2073.9,13.95,1.0,73.1,24.8,0.0,612.24,20.5,late,0
F02858,M013,1742.88,2.18,1882.76,766.99,1.08,5.7,45.7,0.194,602.91,62.0,early,1
F02859,M164,2002.0,3.63,1679.71,80.32,0.839,44.1,17.3,0.0,592.66,64.4,mid,0
F02860,M112,2755.19,3.77,2302.09,973.42,0.836,14.3,7.9,0.153,167.14,74.3,mid,1
F02861,M051,1717.69,3.53,1717.69,18.79,1.0,35.9,39.9,0.0,469.07,85.2,early,0
F02862,M139,1716.53,4.14,1614.91,90.86,0.941,47.2,36.8,0.0,477.18,87.4,early,0
F02863,M013,790.41,3.71,462.26,353.97,0.585,25.4,16.0,0.202,171.85,53.2,mid,1
F02864,M059,1637.48,3.44,856.98,344.02,0.523,7.8,54.1,0.058,496.1,68.9,late,1
F02865,M009,3074.11,3.3,3074.11,231.65,1.0,76.9,11.5,0.0,40.31,48.8,late,0
F02866,M089,1453.71,3.24,1305.09,130.1,0.898,29.0,1.7,0.0,667.59,69.0,mid,0
F02867,M192,2216.88,1.29,2115.63,1027.48,0.954,11.8,11.9,0.005,1663.09,35.3,early,1
F02868,M170,1805.25,3.54,1651.2,214.78,0.915,43.5,12.3,0.0,623.32,78.7,early,0
F02869,M037,1601.69,3.42,1212.44,41.92,0.757,8.6,39.3,0.0,572.75,100.0,early,0
F02870,M147,1503.02,3.51,920.53,482.74,0.612,13.7,9.0,0.372,569.52,70.0,mid,1
F02871,M072,3902.16,5.04,1869.29,1483.99,0.479,39.4,39.0,0.161,933.49,85.2,early,1
F02872,M041,1225.79,4.61,1089.98,767.22,0.889,101.3,6.9,-0.0,126.97,65.4,late,1
F02873,M193,1227.26,3.65,1227.26,90.78,1.0,29.3,17.9,0.0,467.49,81.2,late,0
F02874,M156,2748.48,4.66,1421.98,1603.55,0.517,7.2,16.4,0.18,134.49,85.5,early,1
F02875,M023,1456.43,4.81,1416.14,109.9,0.972,43.2,1.7,0.0,841.39,61.3,early,0
F02876,M058,2861.78,2.22,2356.34,51.03,0.823,40.3,10.7,0.0,642.72,68.3,mid,0
F02877,M181,500.0,4.21,500.0,47.91,1.0,52.5,12.1,0.0,245.59,78.9,early,0
F02878,M165,1385.62,4.56,1276.58,107.47,0.921,5.3,7.9,0.0,32.76,78.1,early,0
F02879,M046,500.0,3.76,487.6,10.59,0.975,54.9,3.0,0.0,1000.1,71.0,mid,0
F02880,M163,2033.61,3.58,2033.61,193.63,1.0,10.5,11.5,0.0,300.49,31.4,mid,0
F02881,M010,2353.76,3.7,1744.96,1189.03,0.741,23.4,44.5,0.247,151.16,78.9,early,1
F02882,M033,1600.74,3.35,830.97,1181.42,0.519,5.5,17.4,0.168,402.77,89.8,early,1
F02883,M088,1830.49,3.72,302.92,429.7,0.165,57.7,29.6,0.147,328.0,79.0,mid,1
F02884,M179,2193.23,2.53,2033.6,116.47,0.927,5.3,6.1,0.0,504.31,65.3,late,0
F02885,M112,2704.24,2.48,2604.52,430.59,0.963,29.6,25.7,0.0,499.1,60.2,early,0
F02886,M152,2268.26,3.15,2115.53,89.22,0.933,11.9,3.4,0.0,291.72,92.1,early,0
F02887,M005,1822.43,4.4,883.76,427.09,0.485,13.5,1.0,0.228,260.81,65.0,mid,1
F02888,M105,1366.46,4.2,1176.94,62.31,0.861,31.8,5.8,0.0,351.21,74.4,early,0
F02889,M178,1915.44,3.54,1429.45,922.57,0.746,1.0,14.2,0.143,355.06,96.9,late,1
F02890,M177,2755.94,4.17,2755.94,456.95,1.0,117.2,5.3,0.0,403.43,81.4,mid,0
F02891,M074,2045.31,3.9,1977.96,257.83,0.967,32.6,8.0,0.0,990.67,91.0,early,0
F02892,M022,2677.65,4.21,2268.78,243.48,0.847,5.4,1.8,0.0,998.03,44.0,mid,0
F02893,M015,1087.62,4.42,1072.72,26.75,0.986,52.3,7.3,0.0,38.78,49.8,mid,0
F02894,M086,1254.78,3.05,1150.13,191.54,0.917,11.6,17.1,0.0,85.45,82.1,mid,0
F02895,M078,1948.31,5.3,1563.96,209.01,0.803,14.5,5.5,0.0,1460.65,45.5,mid,0
F02896,M125,1520.48,2.87,1321.31,121.14,0.869,42.3,22.7,0.0,683.83,85.1,mid,0
F02897,M034,2144.47,4.96,988.93,1047.76,0.461,31.8,2.8,0.058,1168.22,100.0,mid,1
F02898,M099,1679.57,3.96,767.08,806.67,0.457,38.6,4.4,0.154,129.56,43.6,early,1
F02899,M042,2102.04,2.69,2029.94,34.04,0.966,1.0,18.0,0.0,6.21,74.5,late,0
F02900,M182,721.24,2.93,700.19,62.53,0.971,46.6,1.0,0.0,224.28,80.6,late,0
F02901,M005,1711.2,4.33,1278.16,468.35,0.747,15.5,10.0,0.269,813.21,95.6,mid,1
F02902,M137,2127.53,3.12,1826.09,413.01,0.858,18.4,12.5,-0.056,105.43,100.0,mid,1
F02903,M199,2837.85,4.22,2773.63,487.22,0.977,6.7,15.9,0.0,1076.11,77.3,early,0
F02904,M080,967.23,2.24,967.23,0.0,1.0,31.8,11.6,0.0,995.82,67.5,late,0
F02905,M097,3406.37,2.5,2660.15,18.2,0.781,26.9,1.9,0.0,81.56,92.4,mid,0
F02906,M042,958.96,3.95,879.51,0.0,0.917,38.0,22.4,0.0,82.14,100.0,late,0
F02907,M183,2145.17,1.21,1745.33,78.68,0.814,36.2,9.5,0.0,50.63,97.6,early,0
F02908,M046,1970.43,3.47,1476.84,11.88,0.75,31.2,4.1,0.0,1722.98,71.3,early,0
F02909,M135,1103.86,1.61,1007.45,4.4,0.913,4.2,42.2,0.0,1243.61,70.7,mid,0
F02910,M109,2295.97,3.1,1989.13,101.6,0.866,53.4,16.1,0.0,220.7,67.2,mid,0
F02911,M090,2062.73,3.69,862.03,1087.17,0.418,7.3,21.1,0.048,292.07,38.1,early,1
F02912,M117,1215.1,3.76,1087.9,58.29,0.895,24.4,22.7,0.0,122.47,43.8,early,0
F02913,M200,773.89,3.77,712.73,56.84,0.921,26.4,7.3,0.0,350.87,73.9,late,0
F02914,M017,500.0,2.59,500.0,80.83,1.0,39.9,3.0,0.0,105.86,79.0,mid,0
F02915,M185,1722.52,2.99,1577.1,234.13,0.916,1.0,9.4,0.0,96.55,71.5,mid,0
F02916,M130,2650.5,3.57,2141.03,0.0,0.808,53.7,30.4,0.0,181.05,97.4,mid,0
F02917,M038,2124.0,4.37,585.16,603.1,0.276,7.7,7.7,0.254,16.23,36.0,mid,1
F02918,M006,1163.13,2.64,535.29,162.67,0.46,53.0,18.9,0.234,297.81,92.1,mid,1
F02919,M133,2057.6,2.79,2057.6,95.36,1.0,21.8,34.5,0.0,271.73,69.3,late,0
F02920,M127,1510.52,3.73,1409.61,128.73,0.933,23.1,1.3,0.0,45.88,72.5,late,0
F02921,M088,2099.1,3.24,1957.84,188.39,0.933,39.7,64.6,0.0,765.5,69.5,late,0
F02922,M085,1282.83,2.79,1058.18,129.62,0.825,5.5,1.0,0.0,196.12,74.4,early,0
F02923,M176,500.0,2.22,436.58,17.1,0.873,3.2,24.5,0.0,458.2,50.8,mid,0
F02924,M130,1187.25,4.88,1014.13,66.56,0.854,1.0,26.2,0.0,1380.02,56.5,mid,0
F02925,M137,2025.35,3.39,1451.55,1150.79,0.717,2.6,13.2,0.381,45.77,64.7,mid,1
F02926,M002,3096.52,3.17,2576.94,2.3,0.832,11.0,14.3,0.0,379.83,100.0,mid,0
F02927,M022,1238.37,3.15,1122.42,215.54,0.906,6.6,9.6,0.0,1114.14,94.1,early,0
F02928,M092,563.32,4.84,559.94,11.14,0.994,2.5,5.3,0.0,175.73,65.1,early,0
F02929,M040,3204.76,2.22,2621.51,0.0,0.818,28.7,2.6,0.0,91.48,14.0,late,0
F02930,M111,2331.21,3.68,2331.21,33.82,1.0,9.0,8.4,0.0,280.46,59.2,early,0
F02931,M187,1026.53,3.5,864.61,195.35,0.842,23.4,9.2,0.0,187.93,58.8,early,0
F02932,M088,543.6,2.11,543.6,18.67,1.0,30.6,5.0,0.0,75.52,68.7,early,0
F02933,M066,1757.43,3.97,1203.04,900.02,0.685,15.3,6.2,0.194,293.39,70.1,mid,1
F02934,M003,3140.02,3.49,3105.55,525.67,0.989,6.5,5.9,0.0,4.38,100.0,late,0
F02935,M091,2714.15,4.55,2644.08,304.22,0.974,3.3,10.9,0.0,668.14,100.0,mid,0
F02936,M194,2174.01,3.27,1949.66,55.7,0.897,17.3,8.1,0.0,101.76,100.0,late,0
F02937,M031,1723.58,1.99,1683.4,34.29,0.977,32.2,42.1,0.0,50.95,92.7,mid,0
F02938,M009,1608.07,2.96,1472.34,0.0,0.916,50.4,1.5,0.0,425.29,82.3,early,0
F02939,M095,2521.34,3.52,1406.17,1496.17,0.558,19.7,2.8,0.305,84.71,85.3,mid,1
F02940,M199,3072.98,4.5,2282.22,382.01,0.743,76.5,5.5,0.286,189.3,43.0,mid,1
F02941,M170,3195.21,1.87,2985.62,0.0,0.934,5.7,1.0,0.0,846.3,58.1,mid,0
F02942,M050,2222.78,1.92,252.57,159.63,0.114,17.5,4.6,0.169,287.58,68.5,early,1
F02943,M188,808.94,2.8,808.94,22.06,1.0,1.8,5.0,0.0,218.76,78.7,early,0
F02944,M037,2427.08,4.65,2106.17,183.66,0.868,3.3,22.2,0.0,152.93,84.3,mid,0
F02945,M072,1524.27,2.06,1133.77,668.25,0.744,23.0,1.9,0.156,178.6,77.9,early,1
F02946,M184,1556.87,3.59,1322.49,411.55,0.849,1.0,5.7,0.244,322.8,83.6,early,1
F02947,M003,2536.76,2.94,2246.9,85.22,0.886,24.1,1.0,0.0,1152.78,89.6,early,0
F02948,M134,2749.11,2.66,2546.38,170.81,0.926,2.6,5.7,0.0,254.76,76.1,early,0
F02949,M173,2674.11,3.11,1823.33,74.41,0.682,25.7,27.3,0.0,248.36,90.3,late,0
F02950,M039,1290.63,3.96,1092.59,154.91,0.847,27.3,28.6,0.0,1148.5,83.4,early,0
F02951,M040,3545.47,4.58,3545.47,22.23,1.0,14.8,19.3,0.0,222.55,65.2,mid,0
F02952,M081,1259.23,3.51,436.88,638.33,0.347,13.8,4.6,0.386,294.0,88.9,mid,1
F02953,M079,1354.22,2.9,1354.22,48.57,1.0,22.5,14.8,0.0,733.38,72.3,early,0
F02954,M010,1782.92,3.34,1736.97,278.04,0.974,26.1,4.6,0.0,1496.8,95.3,early,0
F02955,M128,2290.24,3.51,2115.32,64.17,0.924,2.6,8.2,0.0,150.13,81.2,mid,0
F02956,M111,571.86,3.21,558.2,42.82,0.976,29.9,17.8,0.0,49.83,86.6,late,0
F02957,M029,2538.64,3.12,2309.06,163.45,0.91,41.8,1.0,0.0,62.49,62.3,early,0
F02958,M043,1474.99,3.2,1474.99,0.0,1.0,51.7,11.1,0.0,262.22,98.3,late,0
F02959,M009,3281.01,2.53,2733.76,206.94,0.833,38.0,4.1,0.0,687.38,67.3,mid,0
F02960,M102,1323.11,3.43,1127.04,869.95,0.852,2.1,15.7,0.283,300.28,83.3,early,1
F02961,M122,2210.55,4.88,2073.46,109.18,0.938,3.5,32.2,0.0,58.88,58.2,early,0
F02962,M001,2312.58,4.0,2312.58,22.36,1.0,13.9,4.0,0.0,672.48,52.2,late,0
F02963,M014,500.0,2.59,458.51,37.81,0.917,30.7,6.0,0.0,593.44,52.0,late,0
F02964,M119,752.71,4.47,752.71,0.0,1.0,8.6,39.1,0.0,499.4,100.0,late,0
F02965,M121,2108.6,3.66,1062.17,971.65,0.504,18.7,12.5,0.148,1.99,93.9,late,1
F02966,M105,1906.44,4.85,773.72,635.63,0.406,14.0,7.3,0.254,3.54,82.1,late,1
F02967,M013,2264.49,3.65,2264.49,72.87,1.0,10.6,6.2,0.0,739.29,100.0,early,0
F02968,M066,1750.15,2.32,1750.15,0.0,1.0,10.2,8.5,0.0,278.97,52.7,early,0
F02969,M138,2227.57,2.05,2123.99,288.89,0.953,1.0,1.5,0.0,420.15,86.4,late,0
F02970,M118,2577.72,3.86,2438.99,0.0,0.946,29.6,13.8,0.0,205.02,84.1,mid,0
