transaction_id,grade,purchase_price_per_kg,sale_price_per_kg,quantity_kg,time_difference_days,price_markup_ratio,merchant_experience_years,market_volatility,season,floor_location,hour_of_day,is_fraud
TXN004825,H1,1.73,3.45,128.13,4.92,1.995,9.9,0.043,off_peak,chinhoyi,15,1
TXN004826,X2,2.28,2.82,212.08,6.55,1.237,2.9,0.143,off_peak,mutare,10,0
TXN004827,L5,1.93,1.94,568.89,0.99,1.005,6.7,0.134,off_peak,chinhoyi,20,0
TXN004828,H1,2.5,3.15,144.61,3.68,1.261,1.2,0.068,off_peak,bulawayo,19,0
TXN004829,A1,4.97,5.64,115.43,7.56,1.134,14.2,0.074,peak,chinhoyi,10,0
TXN004830,A2,4.93,6.21,327.05,6.68,1.259,17.6,0.155,peak,mutare,0,0
TXN004831,X3,2.19,2.36,387.38,9.14,1.08,0.1,0.113,peak,gweru,7,0
TXN004832,L2,4.27,4.77,541.68,7.71,1.119,3.7,0.151,peak,chinhoyi,14,0
TXN004833,X3,1.6,1.81,768.06,8.63,1.13,5.4,0.174,off_peak,bulawayo,12,0
TXN004834,T1,2.62,2.85,990.37,8.39,1.088,14.5,0.146,off_peak,gweru,12,0
TXN004835,L4,3.16,3.7,441.09,4.78,1.172,5.0,0.189,off_peak,gweru,8,0
TXN004836,A3,3.86,4.21,118.93,6.49,1.092,7.4,0.19,peak,mutare,7,0
TXN004837,L1,4.71,5.44,714.99,12.6,1.154,0.9,0.179,peak,gweru,11,0
TXN004838,A2,5.38,5.91,283.96,6.87,1.098,8.9,0.2,off_peak,mutare,13,0
TXN004839,A3,4.45,5.76,478.51,6.4,1.296,12.9,0.091,off_peak,chinhoyi,10,0
TXN004840,B2,0.82,0.99,697.48,9.56,1.212,5.6,0.239,off_peak,mutare,19,0
TXN004841,L2,4.18,5.18,1418.16,10.96,1.239,0.1,0.224,peak,harare,2,0
TXN004842,C2,1.96,2.53,962.57,3.95,1.291,2.7,0.051,peak,gweru,15,0
TXN004843,L1,4.58,5.71,1134.12,0.1,1.247,6.5,0.228,peak,mutare,12,0
TXN004844,L3,3.49,3.72,107.97,7.89,1.067,26.2,0.164,off_peak,bulawayo,9,0
TXN004845,A2,5.15,5.65,149.43,11.31,1.096,9.7,0.187,off_peak,gweru,11,0
TXN004846,B1,0.64,1.03,81.3,7.82,1.598,5.5,0.189,peak,gweru,13,1
TXN004847,L5,2.73,2.54,86.57,6.86,0.931,0.8,0.189,peak,harare,8,0
TXN004848,X3,1.63,1.75,50.0,10.65,1.074,0.3,0.203,peak,bulawayo,9,0
TXN004849,C2,1.69,1.88,99.3,3.98,1.117,1.8,0.153,peak,chinhoyi,9,0
TXN004850,A3,4.22,5.05,133.75,5.76,1.199,2.1,0.254,off_peak,bulawayo,10,0
TXN004851,B2,1.1,1.41,50.0,7.23,1.283,4.7,0.046,off_peak,harare,6,0
TXN004852,L1,4.3,9.4,468.25,2.42,2.185,10.0,0.192,off_peak,harare,11,1
TXN004853,X4,1.65,2.01,50.0,10.3,1.218,7.9,0.136,peak,bulawayo,8,0
TXN004854,L3,3.55,3.88,156.91,8.96,1.091,2.4,0.241,peak,harare,14,0
TXN004855,H2,1.59,1.72,363.8,1.78,1.082,5.7,0.212,off_peak,chinhoyi,17,0
TXN004856,C2,1.91,2.15,431.9,7.47,1.126,0.8,0.106,peak,mutare,10,0
TXN004857,X2,2.16,2.35,329.81,10.81,1.087,1.9,0.063,off_peak,chinhoyi,12,0
TXN004858,L4,2.99,3.44,989.58,11.69,1.152,13.1,0.123,off_peak,bulawayo,12,0
TXN004859,T1,2.59,2.73,108.14,10.85,1.056,5.3,0.156,peak,gweru,11,0
TXN004860,T2,2.48,4.44,290.66,1.11,1.787,1.1,0.195,off_peak,bulawayo,13,1
TXN004861,T1,2.55,2.75,50.0,11.68,1.079,5.8,0.174,off_peak,chinhoyi,9,0
TXN004862,T1,1.93,5.33,474.74,2.2,2.759,3.3,0.093,peak,harare,15,1
TXN004863,L3,3.2,3.92,1542.04,2.41,1.222,1.8,0.178,off_peak,chinhoyi,9,0
TXN004864,H1,1.56,1.82,240.47,7.81,1.164,0.9,0.185,peak,gweru,10,0
TXN004865,H1,1.79,3.25,20.0,0.77,1.813,1.6,0.274,peak,mutare,7,1
TXN004866,H1,1.64,1.62,801.74,9.23,0.986,11.5,0.194,off_peak,bulawayo,3,0
TXN004867,H2,1.62,2.16,735.91,7.87,1.332,1.5,0.176,peak,gweru,6,0
TXN004868,L5,2.51,4.73,80.86,1.23,1.885,3.6,0.109,peak,gweru,11,1
TXN004869,H3,1.68,2.03,152.69,10.23,1.205,3.8,0.103,peak,mutare,7,0
TXN004870,T3,1.75,2.06,260.62,3.56,1.174,1.3,0.106,peak,gweru,14,0
TXN004871,T1,2.82,3.57,697.22,1.98,1.265,2.2,0.206,peak,mutare,19,0
TXN004872,H2,1.42,2.26,90.72,1.71,1.596,4.6,0.097,peak,mutare,5,1
TXN004873,L3,3.27,4.17,992.04,4.55,1.277,0.6,0.129,peak,chinhoyi,12,0
TXN004874,X1,3.06,3.62,884.83,8.41,1.181,5.3,0.182,peak,gweru,4,0
TXN004875,H3,1.3,1.53,592.69,4.94,1.174,6.2,0.074,off_peak,chinhoyi,7,0
TXN004876,H1,1.75,2.13,124.78,6.49,1.218,1.7,0.152,off_peak,harare,1,0
TXN004877,X2,2.32,2.74,110.9,14.14,1.181,1.9,0.18,peak,bulawayo,3,0
TXN004878,A1,5.29,5.24,58.1,2.28,0.99,2.0,0.181,peak,mutare,14,0
TXN004879,A2,5.06,5.41,1092.53,5.9,1.069,11.6,0.239,off_peak,mutare,15,0
TXN004880,X3,2.05,2.44,50.0,5.78,1.193,5.5,0.188,off_peak,gweru,11,0
TXN004881,C1,2.75,3.12,595.42,4.42,1.135,18.3,0.133,peak,bulawayo,10,0
TXN004882,X1,1.64,2.45,230.99,5.38,1.496,7.0,0.209,peak,mutare,12,1
TXN004883,L1,4.55,5.21,818.67,1.03,1.144,7.3,0.057,peak,chinhoyi,9,0
TXN004884,L5,2.07,2.36,69.56,5.9,1.137,14.1,0.112,peak,bulawayo,0,0
TXN004885,T3,1.55,1.87,342.04,6.7,1.206,4.0,0.163,peak,bulawayo,23,0
TXN004886,H3,1.15,1.35,322.46,5.83,1.172,0.5,0.191,peak,gweru,12,0
TXN004887,X5,1.17,1.35,65.76,8.01,1.15,0.8,0.17,peak,chinhoyi,14,0
TXN004888,C1,2.61,3.37,825.81,10.97,1.293,8.9,0.098,peak,chinhoyi,9,0
TXN004889,C1,2.69,2.98,55.05,1.96,1.109,5.0,0.219,peak,bulawayo,12,0
TXN004890,X5,1.7,1.7,125.22,6.69,1.0,0.6,0.109,off_peak,gweru,10,0
TXN004891,X1,3.46,3.43,859.07,7.66,0.991,0.6,0.091,peak,mutare,5,0
TXN004892,X3,2.32,2.45,116.32,11.35,1.056,4.3,0.189,peak,mutare,10,0
TXN004893,T2,2.37,3.52,498.88,1.54,1.485,2.1,0.175,off_peak,bulawayo,4,1
TXN004894,H2,1.26,1.49,669.04,5.38,1.185,0.9,0.22,peak,mutare,15,0
TXN004895,L2,4.13,4.97,775.0,6.79,1.203,1.1,0.158,off_peak,chinhoyi,12,0
TXN004896,L5,2.75,2.92,133.41,10.28,1.06,4.0,0.226,off_peak,harare,11,0
TXN004897,X5,0.93,1.35,20.0,6.43,1.452,3.4,0.117,off_peak,gweru,15,1
TXN004898,X2,2.44,2.3,935.04,7.29,0.941,1.9,0.187,peak,bulawayo,12,0
TXN004899,L2,2.38,3.0,20.0,6.57,1.258,4.2,0.209,off_peak,gweru,5,1
TXN004900,C2,2.36,2.74,137.87,7.51,1.16,11.2,0.102,off_peak,harare,7,0
TXN004901,L5,2.87,3.05,88.18,4.3,1.061,9.8,0.151,off_peak,chinhoyi,7,0
TXN004902,H1,1.92,2.42,171.09,2.33,1.261,2.2,0.2,peak,harare,1,0
TXN004903,B2,0.82,0.88,1215.9,8.65,1.075,8.0,0.181,peak,mutare,9,0
TXN004904,C2,1.84,2.7,698.93,0.79,1.466,6.1,0.172,peak,mutare,10,1
TXN004905,A1,5.4,6.19,1330.8,9.78,1.146,4.0,0.181,off_peak,chinhoyi,9,0
TXN004906,H1,2.37,2.37,574.26,6.58,0.997,3.5,0.12,off_peak,gweru,15,0
TXN004907,B2,1.01,1.11,1071.83,8.37,1.1,3.0,0.141,off_peak,mutare,13,0
TXN004908,X1,3.34,4.1,329.39,9.61,1.226,1.7,0.143,off_peak,harare,8,0
TXN004909,L5,3.45,3.58,528.83,12.27,1.035,1.9,0.209,off_peak,bulawayo,14,0
TXN004910,T3,1.84,2.15,62.46,10.96,1.17,7.4,0.185,off_peak,harare,8,0
TXN004911,B2,1.54,1.81,1525.17,7.5,1.18,1.8,0.168,peak,harare,11,0
TXN004912,T1,2.85,3.81,262.9,5.43,1.338,52.4,0.146,off_peak,gweru,11,0
TXN004913,H1,2.47,2.75,406.25,7.66,1.113,9.3,0.139,peak,mutare,12,0
TXN004914,X1,2.52,2.39,1282.0,1.0,0.946,18.5,0.127,peak,chinhoyi,8,0
TXN004915,H1,1.45,1.66,196.42,8.39,1.141,2.6,0.146,off_peak,chinhoyi,12,0
TXN004916,A3,4.37,5.18,120.01,9.04,1.184,2.2,0.213,peak,chinhoyi,17,0
TXN004917,L1,3.01,5.81,20.0,2.35,1.932,2.8,0.163,peak,bulawayo,10,1
TXN004918,H1,1.85,2.33,421.04,8.6,1.259,0.4,0.167,peak,harare,8,0
TXN004919,L1,4.11,4.31,247.18,4.28,1.049,8.1,0.172,peak,mutare,11,0
TXN004920,L2,2.85,3.7,20.0,5.09,1.296,0.3,0.204,peak,bulawayo,9,1
TXN004921,T1,3.35,3.77,762.34,3.44,1.123,4.8,0.125,peak,gweru,17,0
TXN004922,X3,2.13,2.29,265.88,4.26,1.074,2.2,0.195,off_peak,harare,12,0
TXN004923,L2,3.86,4.7,325.89,6.76,1.219,0.4,0.093,off_peak,bulawayo,12,0
TXN004924,A2,4.89,5.39,493.33,2.4,1.103,0.8,0.083,off_peak,harare,10,0
TXN004925,A2,4.75,5.79,163.71,4.84,1.218,2.9,0.165,off_peak,bulawayo,15,0
TXN004926,T1,3.02,3.67,191.79,11.53,1.217,6.0,0.129,peak,gweru,10,0
TXN004927,A3,3.88,4.94,520.95,6.05,1.274,14.7,0.108,off_peak,chinhoyi,8,0
TXN004928,C1,1.37,2.36,126.04,2.32,1.724,0.4,0.146,peak,mutare,23,1
TXN004929,C2,1.46,2.26,144.41,3.97,1.547,2.7,0.205,off_peak,mutare,13,1
TXN004930,H2,0.89,1.39,211.39,5.07,1.554,4.4,0.155,off_peak,mutare,3,1
TXN004931,H2,1.48,1.55,50.0,7.41,1.053,2.9,0.187,peak,bulawayo,13,0
TXN004932,L2,4.09,4.84,911.6,8.87,1.184,9.8,0.162,peak,chinhoyi,9,0
TXN004933,L2,3.66,4.18,471.09,5.52,1.142,6.1,0.158,off_peak,harare,15,0
TXN004934,A3,3.1,4.94,145.33,0.83,1.594,3.6,0.121,off_peak,bulawayo,9,1
TXN004935,L3,3.68,4.4,680.25,7.15,1.194,19.5,0.157,peak,harare,9,0
TXN004936,L1,4.47,5.38,402.73,12.77,1.204,1.4,0.199,off_peak,bulawayo,5,0
TXN004937,L5,2.49,5.61,161.18,2.31,2.257,11.7,0.196,off_peak,gweru,8,1
TXN004938,C1,1.79,2.11,65.64,2.32,1.178,5.9,0.317,peak,mutare,14,0
TXN004939,A1,5.2,6.98,1182.05,7.25,1.344,3.2,0.168,peak,gweru,14,0
TXN004940,B2,0.62,0.65,916.77,3.36,1.049,11.8,0.15,off_peak,mutare,10,0
TXN004941,L1,4.7,5.98,785.64,12.47,1.272,6.2,0.128,peak,mutare,14,0
TXN004942,L3,3.54,3.99,237.12,10.36,1.128,1.8,0.141,peak,chinhoyi,9,0
TXN004943,H1,1.81,3.2,457.1,2.8,1.765,0.2,0.196,peak,gweru,12,1
TXN004944,H3,1.78,2.15,149.43,6.64,1.21,13.7,0.255,peak,gweru,10,0
TXN004945,A2,4.74,10.15,350.86,5.51,2.143,5.2,0.169,off_peak,gweru,10,1
TXN004946,A2,4.62,5.32,252.77,8.32,1.15,5.9,0.171,off_peak,gweru,10,0
TXN004947,H3,1.57,1.85,495.55,6.37,1.183,11.2,0.137,peak,chinhoyi,8,0
TXN004948,B2,0.6,1.33,59.85,1.87,2.22,3.1,0.166,off_peak,mutare,12,1
TXN004949,C1,2.33,2.67,1141.94,7.12,1.144,4.4,0.163,peak,harare,9,0
TXN004950,T2,2.87,3.12,1541.78,2.75,1.086,1.1,0.184,peak,gweru,10,0
TXN004951,A1,5.34,5.73,591.58,5.97,1.073,1.1,0.145,peak,bulawayo,10,0
TXN004952,T3,1.82,2.47,953.91,5.96,1.351,0.1,0.101,off_peak,gweru,9,0
TXN004953,L2,4.4,4.76,59.81,4.91,1.081,3.6,0.178,off_peak,chinhoyi,8,0
TXN004954,X1,2.88,3.53,310.76,7.81,1.226,3.3,0.154,peak,bulawayo,9,0
TXN004955,A1,3.41,5.57,20.0,5.47,1.632,8.7,0.127,off_peak,bulawayo,10,1
TXN004956,L3,2.24,4.09,20.0,8.09,1.826,2.1,0.187,off_peak,chinhoyi,11,1
TXN004957,L4,2.98,3.51,352.78,8.06,1.175,1.2,0.195,peak,harare,7,0
TXN004958,L5,2.63,2.97,313.9,1.37,1.129,17.3,0.133,peak,chinhoyi,6,0
TXN004959,C1,2.66,3.13,50.0,5.13,1.176,9.3,0.134,off_peak,mutare,11,0
TXN004960,T2,2.04,2.23,1482.23,4.6,1.092,7.1,0.102,peak,gweru,12,0
TXN004961,A2,5.06,6.21,767.4,7.91,1.226,5.7,0.203,off_peak,harare,10,0
TXN004962,C2,0.99,1.94,20.0,2.83,1.971,4.3,0.164,off_peak,chinhoyi,8,1
TXN004963,C1,1.4,4.76,138.97,2.1,3.4,4.3,0.186,off_peak,bulawayo,17,1
TXN004964,X5,1.17,1.27,743.41,3.8,1.089,5.6,0.2,peak,bulawayo,15,0
TXN004965,X1,3.14,3.4,191.5,7.42,1.084,0.2,0.122,off_peak,chinhoyi,20,0
TXN004966,B1,0.6,1.32,65.85,2.56,2.204,0.4,0.09,off_peak,chinhoyi,9,1
TXN004967,H1,0.8,2.25,47.2,1.5,2.815,2.7,0.133,peak,chinhoyi,11,1
TXN004968,H3,1.88,2.31,203.22,4.06,1.225,2.9,0.165,peak,bulawayo,11,0
TXN004969,L1,4.41,5.72,958.18,4.43,1.297,3.1,0.169,off_peak,bulawayo,9,0
TXN004970,L3,3.33,3.79,96.02,7.49,1.137,13.4,0.163,off_peak,harare,11,0
TXN004971,C1,2.53,2.7,343.55,9.42,1.069,8.1,0.128,off_peak,gweru,12,0
TXN004972,X3,1.63,2.21,272.44,8.26,1.354,3.5,0.252,off_peak,mutare,9,0
TXN004973,H1,1.01,1.24,53.51,8.14,1.23,6.7,0.078,peak,bulawayo,11,1
TXN004974,H1,2.08,2.22,140.46,6.24,1.068,5.7,0.19,off_peak,harare,10,0
TXN004975,H3,1.54,2.55,247.75,1.5,1.653,1.0,0.233,peak,mutare,12,1
TXN004976,H2,1.42,1.76,337.59,12.46,1.239,1.3,0.243,off_peak,bulawayo,7,0
TXN004977,X2,3.28,3.63,2380.5,4.1,1.109,0.3,0.134,peak,chinhoyi,11,0
TXN004978,X1,3.64,3.64,306.78,8.11,0.997,9.4,0.206,off_peak,harare,18,0
TXN004979,T3,2.03,2.24,180.5,8.54,1.106,0.1,0.117,peak,bulawayo,22,0
TXN004980,X5,1.8,2.29,225.92,7.02,1.275,2.9,0.18,off_peak,gweru,15,0
TXN004981,T1,2.72,2.75,1617.69,6.91,1.013,3.1,0.112,off_peak,gweru,12,0
TXN004982,H2,1.96,2.24,431.02,13.12,1.144,9.1,0.097,off_peak,chinhoyi,14,0
TXN004983,H1,0.96,1.59,217.66,4.91,1.654,2.4,0.093,peak,harare,12,1
TXN004984,H1,1.92,2.4,126.43,1.87,1.253,0.2,0.177,peak,harare,11,0
TXN004985,C2,2.11,2.06,512.08,5.2,0.978,2.8,0.11,off_peak,bulawayo,11,0
TXN004986,C1,2.8,3.29,50.0,7.57,1.178,18.5,0.142,peak,chinhoyi,11,0
TXN004987,B2,0.85,0.9,1134.01,6.3,1.066,3.5,0.195,peak,bulawayo,12,0
TXN004988,X2,2.38,2.92,1501.34,5.11,1.225,0.9,0.062,off_peak,gweru,16,0
TXN004989,L4,2.21,4.3,125.87,7.56,1.95,0.7,0.111,off_peak,mutare,11,1
TXN004990,L4,2.83,3.16,149.25,10.56,1.114,4.6,0.265,peak,gweru,22,0
TXN004991,L2,3.99,4.34,628.11,6.67,1.088,2.0,0.201,peak,bulawayo,12,0
TXN004992,A2,4.86,6.91,50.0,9.78,1.422,12.3,0.108,off_peak,gweru,13,0
TXN004993,X3,1.96,2.25,1640.59,7.54,1.152,2.3,0.207,peak,chinhoyi,22,0
TXN004994,X5,1.4,2.12,215.79,0.91,1.507,7.0,0.107,off_peak,mutare,4,1
TXN004995,T1,2.33,2.93,601.12,6.92,1.259,7.1,0.122,peak,harare,11,0
TXN004996,L4,3.31,4.22,248.59,11.31,1.273,8.2,0.149,peak,harare,11,0
TXN004997,X5,1.63,1.95,214.16,11.32,1.198,2.4,0.157,peak,gweru,12,0
TXN004998,A3,3.79,4.31,321.9,8.65,1.137,3.3,0.231,off_peak,bulawayo,10,0
TXN004999,A2,4.91,5.13,50.0,3.34,1.043,5.9,0.189,off_peak,gweru,8,0
TXN005000,L4,2.97,3.82,147.17,9.1,1.289,1.9,0.107,off_peak,chinhoyi,12,0
TXN005001,X5,1.3,1.55,565.77,4.26,1.194,7.2,0.129,off_peak,gweru,9,0
TXN005002,X5,1.64,1.94,831.73,6.97,1.184,9.9,0.069,off_peak,bulawayo,9,0
TXN005003,X1,3.04,3.54,598.87,8.03,1.164,3.4,0.206,off_peak,harare,11,0
TXN005004,T1,2.98,3.84,904.94,8.62,1.288,3.8,0.179,peak,harare,5,0
TXN005005,L5,2.92,3.85,444.17,0.94,1.317,1.0,0.216,peak,bulawayo,8,1
TXN005006,L5,2.25,2.88,84.4,6.77,1.277,9.6,0.159,off_peak,chinhoyi,11,0
TXN005007,L5,2.59,2.84,424.55,9.23,1.096,0.1,0.12,peak,bulawayo,10,0
TXN005008,L4,2.89,2.92,270.84,9.75,1.01,0.6,0.192,peak,mutare,8,0
TXN005009,L3,3.7,4.21,1096.42,6.88,1.137,0.2,0.194,peak,mutare,10,0
TXN005010,X4,1.82,2.29,553.73,10.38,1.255,5.0,0.089,off_peak,gweru,10,0
TXN005011,B1,1.01,1.14,448.16,7.88,1.135,2.7,0.158,off_peak,harare,17,0
TXN005012,H2,2.11,2.25,393.47,7.07,1.065,0.7,0.212,peak,chinhoyi,7,0
TXN005013,T1,3.27,3.2,713.95,10.75,0.978,12.8,0.216,peak,bulawayo,9,0
TXN005014,L5,2.57,2.95,1537.24,2.89,1.15,4.8,0.22,peak,chinhoyi,11,0
TXN005015,A1,5.24,4.76,70.03,14.58,0.908,0.4,0.191,off_peak,chinhoyi,7,0
TXN005016,X4,1.51,1.43,299.88,10.79,0.943,6.2,0.154,peak,bulawayo,9,0
TXN005017,B2,1.07,1.12,129.24,8.6,1.04,0.4,0.085,peak,mutare,17,0
TXN005018,H2,1.72,1.62,876.37,3.71,0.942,1.7,0.179,off_peak,chinhoyi,7,0
TXN005019,H3,1.61,1.27,917.79,1.25,0.787,0.2,0.205,off_peak,harare,10,0
TXN005020,T1,3.07,4.12,1908.97,7.62,1.343,8.1,0.217,peak,harare,9,0
TXN005021,C1,2.23,2.59,438.8,4.48,1.16,0.7,0.18,peak,chinhoyi,6,0
TXN005022,X2,2.7,3.11,60.71,7.87,1.153,0.5,0.159,peak,chinhoyi,13,0
TXN005023,T3,2.5,3.14,50.0,10.47,1.254,18.4,0.278,peak,harare,12,0
TXN005024,X5,0.5,1.45,21.96,1.59,2.908,7.3,0.109,peak,chinhoyi,17,1
TXN005025,T3,0.8,1.05,20.0,6.3,1.316,1.4,0.252,peak,bulawayo,10,1
TXN005026,H3,1.46,1.55,50.0,4.56,1.067,1.2,0.184,off_peak,mutare,15,0
TXN005027,L5,3.1,3.38,186.89,9.47,1.089,6.3,0.212,off_peak,mutare,19,0
TXN005028,T3,1.89,2.45,706.59,6.03,1.299,0.3,0.218,off_peak,gweru,11,0
TXN005029,C1,1.24,2.14,456.47,2.85,1.735,4.0,0.162,off_peak,chinhoyi,11,1
TXN005030,H1,2.15,2.51,76.28,7.42,1.169,0.4,0.14,peak,harare,7,0
TXN005031,X4,1.91,2.38,50.0,4.4,1.244,4.1,0.234,off_peak,chinhoyi,0,0
TXN005032,X2,2.82,3.45,489.2,7.19,1.221,21.8,0.223,peak,mutare,9,0
TXN005033,B2,0.77,0.86,64.43,8.52,1.114,5.5,0.178,peak,chinhoyi,13,0
TXN005034,A3,4.15,4.78,2572.5,14.61,1.15,2.4,0.204,off_peak,bulawayo,14,0
TXN005035,H3,1.42,1.72,196.08,7.36,1.214,10.9,0.132,off_peak,gweru,12,0
TXN005036,X1,1.79,5.57,302.67,0.1,3.109,1.3,0.11,off_peak,mutare,17,1
TXN005037,L4,3.0,3.43,577.71,8.58,1.142,2.7,0.243,peak,harare,12,0
TXN005038,L5,2.76,4.37,341.56,0.69,1.585,3.5,0.155,off_peak,gweru,10,1
TXN005039,H3,1.53,1.69,415.72,5.18,1.107,7.5,0.15,off_peak,harare,9,0
TXN005040,L2,4.17,4.35,88.15,3.16,1.044,3.2,0.147,off_peak,chinhoyi,10,0
TXN005041,T1,2.04,3.04,41.22,3.4,1.492,0.3,0.123,peak,mutare,13,1
TXN005042,L3,3.63,3.34,90.21,12.96,0.923,0.2,0.161,peak,chinhoyi,14,0
TXN005043,B2,0.5,0.6,312.7,4.75,1.194,5.3,0.132,peak,harare,8,0
TXN005044,C2,1.52,1.81,2115.34,6.53,1.192,7.7,0.124,off_peak,mutare,11,0
TXN005045,A3,4.59,5.05,278.54,6.4,1.099,2.9,0.165,peak,harare,15,0
TXN005046,L4,3.07,3.69,50.0,5.45,1.203,9.9,0.106,off_peak,bulawayo,11,0
TXN005047,X5,1.01,1.08,881.16,7.94,1.079,1.2,0.249,peak,mutare,12,0
TXN005048,H2,1.46,1.74,514.76,15.32,1.188,12.5,0.222,off_peak,mutare,14,0
TXN005049,X5,1.48,1.64,664.83,7.08,1.104,5.4,0.158,peak,gweru,10,0
TXN005050,L4,3.17,3.84,191.95,3.18,1.212,1.4,0.132,peak,bulawayo,7,0
TXN005051,L5,2.77,2.99,50.0,4.97,1.081,6.6,0.098,peak,bulawayo,11,0
TXN005052,A2,4.84,7.31,119.52,0.7,1.512,0.5,0.159,off_peak,gweru,11,1
TXN005053,L5,2.94,3.25,69.8,3.09,1.104,2.5,0.132,peak,bulawayo,11,0
TXN005054,B1,1.2,1.47,492.76,9.99,1.224,6.6,0.181,off_peak,mutare,11,0
TXN005055,L2,3.97,4.68,284.99,5.42,1.179,1.0,0.232,peak,mutare,12,0
TXN005056,C2,1.99,2.35,782.78,6.05,1.182,1.7,0.164,peak,chinhoyi,11,0
TXN005057,C1,2.77,3.13,238.75,4.77,1.129,0.6,0.107,off_peak,harare,9,0
TXN005058,B1,0.76,1.71,49.95,1.14,2.256,3.9,0.107,peak,mutare,12,1
TXN005059,B2,1.48,1.71,50.0,3.24,1.151,1.5,0.15,peak,mutare,10,0
TXN005060,X2,1.35,2.62,43.99,6.5,1.935,9.1,0.101,off_peak,gweru,10,1
TXN005061,T3,1.86,1.92,1059.54,10.24,1.03,0.9,0.13,off_peak,harare,14,0
TXN005062,X2,2.91,3.36,407.73,6.99,1.158,14.1,0.185,peak,bulawayo,10,0
TXN005063,H2,1.83,2.36,50.0,8.29,1.286,1.6,0.214,peak,harare,15,0
TXN005064,X5,1.59,1.68,231.2,8.45,1.057,2.0,0.158,off_peak,mutare,13,0
TXN005065,L3,3.26,4.12,119.42,5.23,1.263,3.4,0.207,peak,gweru,9,0
TXN005066,B2,1.11,1.31,135.96,7.16,1.184,1.2,0.136,off_peak,harare,8,0
TXN005067,X1,3.14,3.7,659.92,8.9,1.177,13.2,0.212,peak,harare,11,0
TXN005068,T2,2.14,2.88,107.3,7.55,1.349,5.4,0.165,peak,harare,10,0
TXN005069,L5,1.35,3.24,23.95,1.13,2.395,15.5,0.069,peak,bulawayo,11,1
TXN005070,L5,2.88,3.92,50.0,10.83,1.363,11.7,0.233,off_peak,harare,15,0
TXN005071,X3,2.01,2.19,420.55,8.6,1.094,1.9,0.16,off_peak,mutare,10,0
TXN005072,L1,5.05,5.95,365.85,2.37,1.18,2.2,0.194,peak,chinhoyi,11,0
TXN005073,C2,2.01,2.3,294.45,9.88,1.147,1.3,0.158,peak,chinhoyi,3,0
TXN005074,B2,0.73,0.81,740.57,4.23,1.101,8.0,0.208,off_peak,bulawayo,15,0
TXN005075,L5,1.87,2.92,32.39,4.29,1.56,1.3,0.113,off_peak,bulawayo,15,1
TXN005076,L4,1.81,2.8,178.48,4.89,1.545,3.5,0.128,peak,chinhoyi,11,1
TXN005077,C1,1.45,4.27,213.6,0.3,2.938,0.8,0.177,off_peak,chinhoyi,8,1
TXN005078,T3,1.83,2.24,233.83,12.35,1.224,9.2,0.232,peak,chinhoyi,13,0
TXN005079,L3,3.37,3.62,565.33,12.72,1.075,2.2,0.16,peak,gweru,11,0
TXN005080,H2,2.12,2.74,126.07,8.77,1.292,16.3,0.097,peak,bulawayo,22,0
TXN005081,T3,0.71,1.79,126.18,1.29,2.519,4.6,0.084,off_peak,mutare,16,1
TXN005082,T3,1.64,2.01,648.46,5.46,1.23,12.6,0.183,off_peak,gweru,9,0
TXN005083,L2,4.33,4.7,50.0,9.87,1.086,0.2,0.184,peak,chinhoyi,9,0
TXN005084,L5,1.34,2.33,159.01,4.88,1.736,4.4,0.207,off_peak,gweru,11,1
TXN005085,C2,1.78,1.81,261.08,9.53,1.015,1.2,0.243,off_peak,mutare,8,0
TXN005086,L4,2.78,3.0,98.93,6.43,1.076,0.4,0.14,peak,bulawayo,9,0
TXN005087,A2,4.6,5.02,91.02,4.69,1.091,2.3,0.119,peak,mutare,12,0
TXN005088,T1,2.97,3.14,235.33,14.19,1.058,1.1,0.225,off_peak,mutare,12,0
TXN005089,T1,2.82,3.09,192.44,6.54,1.094,2.1,0.15,peak,gweru,8,0
TXN005090,A3,4.61,5.55,840.92,5.23,1.205,1.1,0.105,peak,mutare,2,0
TXN005091,B2,1.09,1.34,52.87,4.26,1.226,1.9,0.156,off_peak,mutare,12,0
TXN005092,A3,4.05,4.62,1372.18,5.33,1.14,2.2,0.148,peak,harare,13,0
TXN005093,L4,1.68,4.51,445.79,1.09,2.677,0.5,0.111,peak,bulawayo,11,1
TXN005094,A2,4.66,5.7,222.33,7.28,1.223,1.6,0.122,off_peak,chinhoyi,10,0
TXN005095,X2,2.72,4.45,92.77,0.8,1.632,0.4,0.118,off_peak,mutare,14,1
TXN005096,T2,2.44,2.91,1214.55,7.35,1.191,1.6,0.141,off_peak,chinhoyi,15,0
TXN005097,H2,1.51,3.14,705.78,2.82,2.07,5.5,0.206,peak,chinhoyi,16,1
TXN005098,H3,1.0,1.15,907.23,7.23,1.147,1.2,0.11,peak,harare,6,0
TXN005099,H1,2.33,2.88,1063.71,1.82,1.237,2.0,0.257,off_peak,chinhoyi,13,0
TXN005100,X5,0.64,1.05,328.02,4.0,1.632,6.3,0.179,peak,bulawayo,10,1
TXN005101,L5,1.91,2.44,1267.93,10.01,1.279,2.4,0.16,off_peak,harare,13,0
TXN005102,X3,2.28,2.48,61.99,6.95,1.089,1.5,0.156,off_peak,gweru,13,0
