grower_id,location,gender,loan_amount,hectarage,yields,merchant_contractor,side_marketer_effect,yield_per_ha,loan_per_ha,grade_normally_produced,mass_usually_produced_kg,default_level,default_prob
G04137,Matabeleland South,F,1622.78,0.89,939.61,Onhardt Tobacco (Pvt) Ltd,1.0,1050.7,1814.7,X3,917.4,0,0.813708
G04138,Masvingo,M,1156.12,2.91,1422.61,Shasha Tobacco (Pvt) Ltd,0.5,488.9,397.3,L1,1634.2,1,0.632017
G04139,Matabeleland South,M,9547.98,1.0,751.46,Zimbabwe Leaf Tobacco (ZLT),0.7,752.2,9557.1,H2,831.9,1,0.923134
G04140,Matabeleland South,F,5008.68,1.4,891.88,Intercontinental Leaf Tobacco,0.3,638.3,3584.6,T1,719.7,0,0.644328
G04141,Masvingo,M,1184.75,1.54,1040.3,Universal Leaf / ZLT,1.0,677.0,771.0,H3,1214.8,1,0.746456
G04142,Mashonaland Central,M,2157.3,4.19,2669.16,Northern Tobacco (Pvt) Ltd,0.1,636.8,514.6,L3,3113.0,0,0.368981
G04143,Matabeleland South,F,634.11,3.22,4267.68,Tian Ze Tobacco,0.3,1327.2,197.2,L2,3870.8,0,0.378224
G04144,Mashonaland Central,F,6173.38,1.85,2124.55,Tian Ze Tobacco,0.5,1147.6,3334.7,B1,2188.9,0,0.554231
G04145,Manicaland,M,3135.58,5.5,6159.6,Northern Tobacco (Pvt) Ltd,0.1,1119.5,569.9,A2,5543.3,0,0.034794
G04146,Manicaland,M,1519.84,6.85,2866.86,Universal Leaf / ZLT,0.7,418.5,221.8,L2,2302.3,1,0.960771
G04147,Matabeleland South,M,1232.75,4.51,2096.11,Tobacco Sales Company (TSC),0.7,465.1,273.5,X2,2440.6,1,0.879473
G04148,Manicaland,F,3555.02,2.36,2474.73,Northern Tobacco (Pvt) Ltd,0.3,1046.8,1503.7,H3,2568.6,0,0.174172
G04149,Masvingo,F,1839.88,2.19,2310.96,Shasha Tobacco (Pvt) Ltd,0.0,1054.3,839.4,C2,2132.3,0,0.279569
G04150,Matabeleland South,M,4503.24,1.17,1249.42,Shasha Tobacco (Pvt) Ltd,0.3,1065.6,3840.8,L4,1218.5,1,0.584938
G04151,Mashonaland West,M,2348.12,9.12,4556.26,Tian Ze Tobacco,0.7,499.7,257.5,B2,5103.3,0,0.790866
G04152,Matabeleland South,M,18730.87,5.2,6345.16,Mashonaland Tobacco Company (MTC),0.7,1220.9,3604.0,T2,5508.3,1,0.642697
G04153,Masvingo,F,450.09,3.65,1616.08,Intercontinental Leaf Tobacco,1.0,442.6,123.3,X4,1380.5,1,0.791951
G04154,Matabeleland South,F,5870.25,3.09,3646.27,Curverid Tobacco (Pvt) Ltd,0.1,1180.6,1900.8,L5,3378.4,0,0.641329
G04155,Masvingo,F,1149.89,1.77,1190.29,Tian Ze Tobacco,1.0,672.9,650.1,H3,1317.7,1,0.59789
G04156,Masvingo,M,5707.61,2.95,1542.77,Onhardt Tobacco (Pvt) Ltd,0.0,523.2,1935.7,C2,1702.8,1,0.568591
G04157,Manicaland,M,5783.02,15.55,11478.43,Curverid Tobacco (Pvt) Ltd,0.7,738.4,372.0,A3,12413.8,1,0.509253
G04158,Matabeleland South,F,1183.41,4.25,2988.68,Tian Ze Tobacco,0.5,703.3,278.5,L3,2451.4,1,0.492736
G04159,Manicaland,M,5611.63,3.83,2188.97,Mashonaland Tobacco Company (MTC),0.1,571.0,1463.9,H3,2053.7,0,0.436274
G04160,Manicaland,F,386.5,3.52,4667.57,Universal Leaf / ZLT,0.5,1327.7,109.9,H2,4809.9,0,0.196222
G04161,Mashonaland Central,M,1955.87,1.56,818.78,Intercontinental Leaf Tobacco,1.0,525.4,1255.2,X2,805.1,1,0.99
G04162,Mashonaland Central,M,3437.37,2.91,3119.05,Tobacco Sales Company (TSC),0.5,1070.0,1179.2,X3,2880.1,0,0.518823
G04163,Mashonaland West,F,2464.24,5.96,2225.86,Aqua Tobacco (Pvt) Ltd,0.0,373.4,413.4,H3,1816.1,1,0.493403
G04164,Mashonaland West,F,5711.46,4.59,6601.82,Shasha Tobacco (Pvt) Ltd,0.2,1438.0,1244.1,L3,7763.9,1,0.554235
G04165,Masvingo,M,447.54,1.55,622.39,Onhardt Tobacco (Pvt) Ltd,0.1,401.2,288.5,H1,612.7,1,0.679089
G04166,Mashonaland Central,M,2262.48,3.14,2510.51,Cut Rag Processors,0.3,800.3,721.2,T1,2011.7,0,0.335477
G04167,Manicaland,M,4793.51,1.2,206.29,Tobacco Sales Company (TSC),0.2,172.1,3998.0,L4,202.5,1,0.741516
G04168,Matabeleland South,M,606.71,0.33,172.91,Tobacco Sales Company (TSC),0.7,523.2,1835.9,C2,188.1,1,0.99
G04169,Manicaland,M,2428.62,4.65,7579.02,Universal Leaf / ZLT,0.3,1629.9,522.3,L3,6097.3,1,0.209223
G04170,Manicaland,F,881.51,1.26,499.64,Aqua Tobacco (Pvt) Ltd,0.2,395.6,697.9,H1,535.7,0,0.579237
G04171,Mashonaland Central,F,3464.16,2.18,3045.85,Tian Ze Tobacco,0.0,1398.7,1590.8,H2,3393.8,0,0.368606
G04172,Matabeleland South,M,4020.37,1.46,2199.64,Northern Tobacco (Pvt) Ltd,0.1,1510.5,2760.8,C2,2568.7,0,0.596077
G04173,Manicaland,M,220.68,1.12,649.76,Premium Leaf Zimbabwe,0.3,581.4,197.5,C1,750.5,1,0.313032
G04174,Mashonaland West,F,7475.59,0.91,793.68,Northern Tobacco (Pvt) Ltd,0.1,873.4,8226.4,C2,873.3,0,0.483003
G04175,Manicaland,F,522.37,3.04,6964.52,Northern Tobacco (Pvt) Ltd,0.0,2291.3,171.9,T3,6032.0,0,0.01
G04176,Masvingo,M,719.26,2.11,1032.57,Curverid Tobacco (Pvt) Ltd,0.1,488.5,340.3,T1,1212.4,1,0.512436
G04177,Mashonaland West,F,4261.07,1.82,2925.35,Tian Ze Tobacco,0.3,1608.1,2342.3,X5,2363.6,1,0.371395
G04178,Masvingo,F,926.52,4.58,4136.35,Intercontinental Leaf Tobacco,1.0,903.0,202.3,H3,4882.8,1,0.506336
G04179,Matabeleland South,F,948.39,3.07,2080.21,Tobacco Sales Company (TSC),0.7,676.8,308.6,A3,2243.5,0,0.817279
G04180,Manicaland,F,781.41,2.4,1606.43,Zimbabwe Leaf Tobacco (ZLT),0.2,668.1,325.0,T2,1782.5,0,0.112258
G04181,Manicaland,F,882.07,0.43,188.63,Universal Leaf / ZLT,0.2,438.5,2050.5,L2,204.1,0,0.619737
G04182,Manicaland,M,3297.59,1.98,1216.88,Northern Tobacco (Pvt) Ltd,0.3,615.6,1668.3,H1,1282.9,1,0.437504
G04183,Matabeleland South,F,30578.12,6.57,3380.26,Mashonaland Tobacco Company (MTC),0.2,514.6,4655.0,C1,3124.0,0,0.630827
G04184,Mashonaland West,F,2617.68,1.01,1362.8,Intercontinental Leaf Tobacco,0.0,1353.7,2600.3,A3,1584.9,0,0.490589
G04185,Matabeleland South,M,1679.07,0.36,430.79,Intercontinental Leaf Tobacco,0.7,1208.2,4709.2,C2,451.5,1,0.771414
G04186,Mashonaland West,F,1060.22,4.81,7813.98,Premium Leaf International,0.1,1625.1,220.5,T1,7854.4,1,0.125943
G04187,Masvingo,M,1288.13,14.33,2332.0,Aqua Tobacco (Pvt) Ltd,0.0,162.7,89.9,T2,2378.0,1,0.584286
G04188,Masvingo,M,594.69,1.77,1109.27,Premium Leaf Zimbabwe,0.7,626.0,335.6,L4,1102.5,0,0.71192
G04189,Matabeleland South,F,513.53,1.55,574.81,Zimbabwe Leaf Tobacco (ZLT),0.7,369.9,330.5,L3,640.7,1,0.726744
G04190,Mashonaland Central,F,4228.59,2.74,2802.81,Zimbabwe Leaf Tobacco (ZLT),0.1,1022.6,1542.9,X2,2815.0,0,0.355772
G04191,Masvingo,M,608.73,2.08,1507.22,Zimbabwe Leaf Tobacco (ZLT),0.2,725.8,293.1,X5,1715.7,0,0.402323
G04192,Manicaland,M,1147.79,6.32,2321.43,Universal Leaf / ZLT,0.3,367.3,181.6,X3,1895.6,0,0.40637
G04193,Manicaland,F,898.95,3.42,4992.35,Shasha Tobacco (Pvt) Ltd,0.3,1460.8,263.0,X3,4490.3,0,0.01
G04194,Mashonaland West,F,603.2,2.85,3555.05,Universal Leaf / ZLT,0.2,1246.5,211.5,B1,4039.9,0,0.127442
G04195,Manicaland,M,1902.09,0.79,586.36,Premium Leaf Zimbabwe,0.2,742.6,2408.8,L5,522.7,1,0.48904
G04196,Masvingo,F,2427.49,1.82,550.17,Zimbabwe Leaf Tobacco (ZLT),0.7,302.2,1333.3,L1,452.2,1,0.99
G04197,Mashonaland Central,M,2145.2,4.59,4673.82,Aqua Tobacco (Pvt) Ltd,0.0,1017.3,466.9,X2,4336.0,0,0.097309
G04198,Mashonaland West,F,1624.94,8.86,6140.2,Aqua Tobacco (Pvt) Ltd,0.3,693.0,183.4,H3,5987.4,0,0.35122
G04199,Mashonaland West,M,1416.42,0.94,317.39,Mashonaland Tobacco Company (MTC),0.5,337.9,1508.1,X2,337.4,1,0.870954
G04200,Manicaland,M,1650.23,1.6,1104.57,Universal Leaf / ZLT,0.5,690.3,1031.2,C2,1021.8,0,0.685625
G04201,Matabeleland South,M,694.83,2.81,396.5,Tian Ze Tobacco,0.3,141.2,247.5,T3,437.8,1,0.623848
G04202,Manicaland,M,318.19,7.55,3595.16,Mashonaland Tobacco Company (MTC),0.7,476.3,42.2,B1,3702.8,1,0.794904
G04203,Matabeleland South,F,17500.97,3.53,5148.88,Tian Ze Tobacco,0.0,1459.7,4961.3,C2,5125.8,1,0.572326
G04204,Mashonaland Central,M,10031.52,7.95,5479.22,Curverid Tobacco (Pvt) Ltd,0.1,689.3,1262.0,X3,5774.7,1,0.55363
G04205,Matabeleland South,M,908.81,2.42,1726.99,Zimbabwe Leaf Tobacco (ZLT),0.2,714.3,375.9,X3,2058.2,1,0.537835
G04206,Mashonaland Central,F,208.12,0.44,266.05,Premium Leaf Zimbabwe,1.0,607.9,475.5,L3,266.0,0,0.686245
G04207,Mashonaland Central,M,1184.07,3.04,1792.64,Northern Tobacco (Pvt) Ltd,0.0,589.5,389.4,T1,1752.9,0,0.335568
G04208,Mashonaland Central,F,2813.6,1.85,583.27,Zimbabwe Leaf Tobacco (ZLT),0.1,315.7,1523.0,L1,551.8,1,0.740658
G04209,Manicaland,F,7028.91,3.17,2978.96,Onhardt Tobacco (Pvt) Ltd,0.2,941.2,2220.7,X2,2605.8,1,0.365631
G04210,Matabeleland South,M,2100.99,3.98,934.38,Onhardt Tobacco (Pvt) Ltd,0.3,234.5,527.3,T2,872.9,0,0.763978
G04211,Mashonaland Central,M,405.12,1.44,603.75,Curverid Tobacco (Pvt) Ltd,1.0,418.3,280.7,X3,603.5,1,0.655647
G04212,Mashonaland West,M,1265.19,3.75,2187.4,Mashonaland Tobacco Company (MTC),0.7,582.6,337.0,L3,2356.5,1,0.740262
G04213,Matabeleland South,F,6944.8,2.11,2343.91,Intercontinental Leaf Tobacco,0.5,1113.2,3298.3,H1,2495.7,0,0.580204
G04214,Matabeleland South,M,2315.25,4.9,4600.04,Tian Ze Tobacco,0.0,937.9,472.0,L3,4051.8,1,0.334932
G04215,Mashonaland Central,F,489.02,9.29,11476.34,Shasha Tobacco (Pvt) Ltd,0.2,1235.4,52.6,A2,12161.7,0,0.01
G04216,Mashonaland West,F,883.46,5.78,2819.45,Premium Leaf International,0.0,488.1,152.9,X2,2764.7,1,0.491988
G04217,Mashonaland Central,M,14986.21,7.62,8370.53,Premium Leaf International,1.0,1097.8,1965.4,X3,8518.0,1,0.689054
G04218,Mashonaland West,F,751.24,3.07,1077.13,Cut Rag Processors,0.3,351.0,244.8,C1,972.5,0,0.461441
G04219,Matabeleland South,F,2498.5,1.22,1186.69,Northern Tobacco (Pvt) Ltd,0.0,974.6,2052.1,A1,1232.0,1,0.493282
G04220,Mashonaland West,M,1639.38,4.55,5238.78,Universal Leaf / ZLT,0.0,1152.5,360.7,X3,5545.9,1,0.151358
G04221,Masvingo,F,12922.48,7.65,2988.93,Curverid Tobacco (Pvt) Ltd,0.1,390.6,1688.8,X4,2686.9,1,0.864085
G04222,Manicaland,M,805.26,4.41,519.55,Tobacco Sales Company (TSC),0.7,117.9,182.7,X5,423.5,1,0.673686
G04223,Manicaland,F,8971.23,1.3,1000.73,Universal Leaf / ZLT,1.0,771.4,6915.4,H2,903.6,1,0.719939
G04224,Masvingo,F,223.74,4.94,2306.61,Intercontinental Leaf Tobacco,1.0,467.3,45.3,H1,2501.0,1,0.99
G04225,Mashonaland West,M,1888.69,4.39,2485.31,Shasha Tobacco (Pvt) Ltd,1.0,565.5,429.8,T2,2479.1,1,0.514836
G04226,Mashonaland Central,M,681.76,7.61,6574.31,Onhardt Tobacco (Pvt) Ltd,0.7,864.4,89.6,H1,7298.5,1,0.44559
G04227,Mashonaland Central,F,8366.73,1.68,902.26,Zimbabwe Leaf Tobacco (ZLT),0.1,537.2,4981.9,B1,822.7,1,0.599623
G04228,Mashonaland Central,F,826.19,2.33,2977.87,Zimbabwe Leaf Tobacco (ZLT),0.2,1278.8,354.8,A3,3355.8,0,0.062235
G04229,Mashonaland West,F,17880.65,6.65,8163.58,Mashonaland Tobacco Company (MTC),0.1,1227.7,2689.1,A1,6977.7,0,0.372993
G04230,Manicaland,F,6995.96,5.76,4931.61,Northern Tobacco (Pvt) Ltd,0.0,856.0,1214.3,T2,4506.7,0,0.396026
G04231,Manicaland,F,14687.17,6.35,3664.4,Onhardt Tobacco (Pvt) Ltd,0.1,576.9,2312.3,A2,4190.1,0,0.554279
G04232,Matabeleland South,F,1367.68,4.3,1633.68,Curverid Tobacco (Pvt) Ltd,0.5,380.2,318.3,L4,1547.6,1,0.700032
G04233,Mashonaland West,M,4881.43,4.61,2326.4,Onhardt Tobacco (Pvt) Ltd,0.1,504.4,1058.3,X2,2548.2,1,0.587842
G04234,Matabeleland South,M,4163.76,4.56,3863.54,Shasha Tobacco (Pvt) Ltd,0.2,846.8,912.6,X2,3847.3,0,0.270348
G04235,Manicaland,F,9073.18,4.28,1831.1,Premium Leaf Zimbabwe,0.0,427.8,2119.8,A3,2065.7,1,0.836158
G04236,Manicaland,F,18165.24,1.85,610.24,Premium Leaf Zimbabwe,0.3,330.5,9838.2,L1,616.5,1,0.770563
G04237,Mashonaland Central,F,197.13,9.21,4638.5,Intercontinental Leaf Tobacco,0.0,503.4,21.4,A2,4614.5,1,0.277934
G04238,Matabeleland South,F,1841.93,0.5,501.44,Shasha Tobacco (Pvt) Ltd,0.0,998.3,3667.0,A1,509.6,1,0.44692
G04239,Masvingo,M,8613.06,7.26,7406.22,Cut Rag Processors,0.2,1020.7,1187.0,A1,7307.1,1,0.445953
G04240,Mashonaland West,M,8912.03,0.89,809.57,Universal Leaf / ZLT,0.1,906.6,9980.2,A1,749.9,0,0.417187
G04241,Manicaland,F,929.09,9.71,3893.58,Universal Leaf / ZLT,0.2,400.9,95.7,H3,3843.4,0,0.505406
G04242,Manicaland,M,7080.79,1.08,1138.07,Onhardt Tobacco (Pvt) Ltd,1.0,1052.7,6549.7,L2,932.5,0,0.492734
G04243,Manicaland,M,4509.68,4.17,3077.18,Mashonaland Tobacco Company (MTC),0.3,738.2,1081.8,A1,2563.0,0,0.580488
G04244,Mashonaland Central,M,3093.12,4.27,6625.3,Aqua Tobacco (Pvt) Ltd,0.7,1550.7,723.9,H2,6441.1,0,0.412079
G04245,Matabeleland South,M,1391.88,5.5,7957.95,Onhardt Tobacco (Pvt) Ltd,0.7,1445.9,252.9,L1,8341.2,1,0.770281
G04246,Mashonaland West,M,3786.63,4.39,6302.24,Zimbabwe Leaf Tobacco (ZLT),1.0,1436.9,863.4,T1,6088.6,0,0.403212
G04247,Mashonaland West,M,1606.5,2.84,3932.7,Tian Ze Tobacco,0.3,1382.9,564.9,B1,3185.1,1,0.196522
G04248,Mashonaland West,F,1409.5,6.34,6225.12,Curverid Tobacco (Pvt) Ltd,0.3,981.3,222.2,L5,7125.1,0,0.255143
G04249,Masvingo,F,262.89,4.53,3496.3,Northern Tobacco (Pvt) Ltd,0.7,772.4,58.1,A2,4023.9,0,0.613446
G04250,Matabeleland South,F,5807.46,2.83,2653.45,Tobacco Sales Company (TSC),0.2,938.0,2053.0,X3,2921.0,1,0.597759
G04251,Masvingo,M,269.24,2.55,1458.86,Premium Leaf International,0.3,572.1,105.6,L4,1677.7,0,0.352095
G04252,Matabeleland South,M,482.25,1.62,1115.29,Cut Rag Processors,0.1,686.8,297.0,X5,941.2,0,0.502875
G04253,Masvingo,F,1321.16,4.58,2612.7,Tian Ze Tobacco,1.0,570.6,288.6,A3,2156.5,1,0.747192
G04254,Masvingo,M,2412.59,3.97,4371.0,Shasha Tobacco (Pvt) Ltd,0.2,1102.0,608.3,X4,4444.8,0,0.102405
G04255,Mashonaland Central,F,1151.71,2.3,1700.49,Tobacco Sales Company (TSC),0.1,738.1,499.9,A3,1790.8,0,0.209871
G04256,Mashonaland West,M,1120.63,3.28,2414.54,Premium Leaf International,1.0,736.9,342.0,H3,2706.5,1,0.698695
G04257,Mashonaland Central,F,1456.69,1.47,1436.55,Curverid Tobacco (Pvt) Ltd,0.3,976.9,990.6,X3,1193.0,0,0.039979
G04258,Masvingo,M,2075.38,1.62,638.66,Cut Rag Processors,0.5,393.5,1278.6,L3,616.6,1,0.954054
G04259,Matabeleland South,M,744.03,2.09,1258.31,Universal Leaf / ZLT,0.7,601.3,355.5,A1,1225.5,1,0.74366
G04260,Masvingo,M,1075.56,4.83,6291.23,Curverid Tobacco (Pvt) Ltd,1.0,1303.7,222.9,L2,7001.2,0,0.318837
G04261,Manicaland,F,1260.07,3.05,3438.14,Zimbabwe Leaf Tobacco (ZLT),1.0,1128.9,413.7,X2,3499.6,0,0.289188
G04262,Mashonaland Central,M,2617.09,1.17,1109.24,Zimbabwe Leaf Tobacco (ZLT),0.7,950.2,2241.9,B1,1320.7,1,0.580035
G04263,Matabeleland South,M,1286.0,4.19,3140.11,Tobacco Sales Company (TSC),0.3,749.7,307.0,L2,2726.5,1,0.503886
G04264,Mashonaland Central,M,4407.01,4.15,2194.13,Shasha Tobacco (Pvt) Ltd,0.5,529.0,1062.5,T2,2085.9,1,0.847619
G04265,Mashonaland West,F,17440.94,1.7,1454.27,Premium Leaf Zimbabwe,0.0,854.6,10249.7,A3,1505.2,0,0.195068
G04266,Matabeleland South,M,1311.77,0.53,594.46,Northern Tobacco (Pvt) Ltd,0.2,1123.3,2478.8,L4,645.2,1,0.588033
G04267,Mashonaland Central,M,51553.94,8.47,1501.03,Universal Leaf / ZLT,0.2,177.3,6089.2,T3,1706.3,1,0.86321
G04268,Mashonaland Central,M,462.62,2.66,1917.51,Universal Leaf / ZLT,0.0,720.3,173.8,T3,2085.5,0,0.362658
G04269,Masvingo,M,1126.52,1.15,1086.04,Shasha Tobacco (Pvt) Ltd,0.5,944.7,979.9,L3,1256.4,0,0.414755
G04270,Mashonaland West,M,4381.55,5.88,2820.22,Zimbabwe Leaf Tobacco (ZLT),0.1,479.6,745.2,H1,2976.2,1,0.46511
G04271,Mashonaland Central,F,1168.25,2.47,1262.42,Onhardt Tobacco (Pvt) Ltd,0.0,511.1,473.0,A1,1054.3,0,0.197331
G04272,Masvingo,M,1129.75,6.07,1547.82,Intercontinental Leaf Tobacco,0.5,254.8,186.0,A2,1678.9,1,0.613501
G04273,Matabeleland South,M,815.23,2.45,3256.34,Cut Rag Processors,0.1,1331.0,333.2,C1,3613.4,0,0.219744
G04274,Masvingo,F,596.37,0.94,529.94,Cut Rag Processors,0.1,566.0,637.0,T3,599.8,0,0.502748
G04275,Manicaland,F,2700.97,4.07,3900.64,Onhardt Tobacco (Pvt) Ltd,0.7,959.5,664.4,T1,3240.9,1,0.598022
G04276,Manicaland,M,1694.64,3.79,1504.55,Curverid Tobacco (Pvt) Ltd,0.3,397.1,447.3,T2,1327.3,0,0.389252
G04277,Matabeleland South,M,679.95,5.22,3410.84,Mashonaland Tobacco Company (MTC),0.0,653.0,130.2,X4,3551.2,1,0.512747
G04278,Matabeleland South,F,1165.23,1.78,1079.74,Shasha Tobacco (Pvt) Ltd,0.0,606.3,654.3,X5,1224.9,0,0.592403
G04279,Matabeleland South,F,596.17,8.17,4296.13,Premium Leaf Zimbabwe,0.0,526.1,73.0,T2,4570.9,0,0.468999
G04280,Mashonaland West,M,2762.03,2.71,2476.06,Tian Ze Tobacco,0.5,912.5,1017.8,H2,2295.5,1,0.597146
G04281,Mashonaland Central,M,4535.09,1.48,1272.55,Northern Tobacco (Pvt) Ltd,0.7,862.0,3071.8,X4,1429.0,0,0.720563
G04282,Manicaland,F,579.18,2.06,2158.4,Intercontinental Leaf Tobacco,0.2,1047.9,281.2,B1,2453.7,0,0.109909
G04283,Matabeleland South,M,15780.35,2.88,3050.06,Shasha Tobacco (Pvt) Ltd,0.3,1059.1,5479.4,T1,3166.3,1,0.59827
G04284,Mashonaland West,M,1881.62,3.41,2630.46,Premium Leaf International,0.0,771.1,551.6,X3,2585.0,0,0.466795
G04285,Mashonaland West,M,5259.45,6.33,6451.33,Premium Leaf Zimbabwe,0.0,1019.0,830.7,B2,5537.3,0,0.123247
G04286,Masvingo,F,100.0,0.28,125.22,Onhardt Tobacco (Pvt) Ltd,0.2,450.6,359.8,C2,101.2,1,0.66153
G04287,Manicaland,M,507.42,8.13,1950.44,Universal Leaf / ZLT,0.1,239.8,62.4,X3,2066.2,0,0.354295
G04288,Mashonaland Central,F,1151.02,2.9,675.33,Zimbabwe Leaf Tobacco (ZLT),0.7,233.0,397.1,L5,747.7,0,0.648347
G04289,Matabeleland South,M,1135.34,4.34,4016.06,Cut Rag Processors,0.2,924.3,261.3,C1,3608.8,0,0.136687
G04290,Manicaland,M,2297.95,10.53,16329.3,Premium Leaf Zimbabwe,0.1,1550.8,218.2,X4,17514.6,0,0.113104
G04291,Mashonaland West,F,967.03,3.96,3470.95,Zimbabwe Leaf Tobacco (ZLT),1.0,876.9,244.3,H3,3438.0,1,0.495642
G04292,Matabeleland South,F,1022.15,0.8,790.33,Northern Tobacco (Pvt) Ltd,1.0,987.8,1277.6,H1,899.3,1,0.716861
G04293,Masvingo,M,10532.96,0.21,230.44,Curverid Tobacco (Pvt) Ltd,0.1,1120.1,51199.2,L2,189.8,0,0.641943
G04294,Matabeleland South,F,11724.58,0.9,384.83,Aqua Tobacco (Pvt) Ltd,0.7,428.0,13038.6,B2,427.2,1,0.99
G04295,Manicaland,F,5963.24,12.06,11937.44,Aqua Tobacco (Pvt) Ltd,0.0,989.5,494.3,T3,10258.8,0,0.01
G04296,Mashonaland Central,F,11882.76,3.48,2791.44,Cut Rag Processors,0.1,802.5,3416.0,X2,2756.6,0,0.364177
G04297,Matabeleland South,F,4006.26,1.07,752.87,Tobacco Sales Company (TSC),0.1,706.2,3758.0,L3,654.6,1,0.635157
G04298,Matabeleland South,M,6996.42,6.32,3915.79,Curverid Tobacco (Pvt) Ltd,0.1,619.7,1107.3,X1,3712.2,1,0.901985
G04299,Mashonaland Central,M,790.43,2.54,2022.73,Universal Leaf / ZLT,1.0,797.3,311.6,X2,2023.8,0,0.532663
G04300,Matabeleland South,M,192.46,0.8,414.81,Intercontinental Leaf Tobacco,0.3,517.9,240.3,X2,381.2,1,0.391414
G04301,Mashonaland West,F,309.59,1.72,3430.64,Universal Leaf / ZLT,0.1,1998.0,180.3,L1,3426.8,0,0.299707
G04302,Matabeleland South,F,672.77,9.58,16135.1,Onhardt Tobacco (Pvt) Ltd,0.5,1685.0,70.3,X1,18632.1,1,0.377065
G04303,Matabeleland South,M,1857.64,2.93,2097.76,Shasha Tobacco (Pvt) Ltd,0.7,716.1,634.1,L2,2253.7,1,0.885139
G04304,Mashonaland Central,F,18906.0,3.51,1064.35,Premium Leaf Zimbabwe,0.2,303.2,5385.5,X2,986.4,1,0.917671
G04305,Masvingo,F,1093.74,0.57,317.99,Shasha Tobacco (Pvt) Ltd,0.2,560.7,1928.4,H2,277.1,0,0.672377
G04306,Mashonaland Central,M,357.71,0.32,173.0,Premium Leaf International,0.1,533.2,1102.5,X3,159.3,1,0.495456
G04307,Mashonaland Central,M,1201.92,1.96,2959.94,Onhardt Tobacco (Pvt) Ltd,1.0,1509.1,612.8,H1,3035.3,1,0.341361
G04308,Manicaland,F,1547.61,2.22,1210.75,Universal Leaf / ZLT,0.2,545.1,696.7,L3,1053.9,1,0.47266
G04309,Masvingo,M,776.28,3.78,814.25,Tian Ze Tobacco,0.5,215.5,205.5,H3,840.9,1,0.713377
G04310,Manicaland,F,1035.31,1.44,1286.39,Shasha Tobacco (Pvt) Ltd,0.0,890.7,716.9,T1,1506.0,0,0.124662
G04311,Mashonaland Central,F,351.43,1.91,1944.2,Zimbabwe Leaf Tobacco (ZLT),0.3,1016.6,183.8,A3,2098.8,0,0.25652
G04312,Matabeleland South,M,18287.64,5.93,6928.05,Universal Leaf / ZLT,0.7,1168.7,3085.1,T1,6068.2,1,0.798777
G04313,Masvingo,M,605.5,0.47,379.37,Intercontinental Leaf Tobacco,0.3,811.1,1294.6,A1,370.9,0,0.336679
G04314,Mashonaland West,F,2080.1,3.8,2639.56,Tian Ze Tobacco,0.2,693.8,546.8,L4,2714.7,0,0.359807
G04315,Mashonaland Central,F,1507.12,16.15,7368.62,Cut Rag Processors,0.2,456.2,93.3,T1,8721.2,0,0.465963
G04316,Manicaland,F,5029.66,1.78,1688.56,Cut Rag Processors,0.3,950.1,2830.1,A3,1516.9,1,0.323919
G04317,Masvingo,F,236.63,2.97,1921.9,Zimbabwe Leaf Tobacco (ZLT),0.1,647.0,79.7,A3,2011.9,1,0.473465
G04318,Masvingo,F,1775.52,5.62,1343.83,Aqua Tobacco (Pvt) Ltd,0.3,239.2,316.0,L2,1277.5,1,0.594206
G04319,Mashonaland Central,M,1284.64,3.39,1469.54,Intercontinental Leaf Tobacco,0.1,434.1,379.5,L5,1263.0,1,0.506301
G04320,Masvingo,M,359.84,5.27,1040.48,Shasha Tobacco (Pvt) Ltd,0.1,197.4,68.3,T1,930.5,1,0.54409
G04321,Matabeleland South,F,9669.21,10.85,7855.67,Premium Leaf Zimbabwe,0.0,724.1,891.3,L5,8176.3,0,0.606758
G04322,Manicaland,F,534.97,1.28,1657.67,Aqua Tobacco (Pvt) Ltd,0.5,1293.7,417.5,L4,1687.5,0,0.21943
G04323,Matabeleland South,F,2957.35,3.15,1664.79,Tian Ze Tobacco,0.5,528.9,939.6,A2,1559.3,1,0.665234
G04324,Mashonaland Central,F,564.13,4.74,1749.4,Premium Leaf International,0.7,368.7,118.9,B1,1454.0,1,0.934793
G04325,Manicaland,M,964.81,2.08,1429.04,Tobacco Sales Company (TSC),1.0,685.5,462.8,X5,1448.8,0,0.382098
G04326,Mashonaland Central,F,1691.77,1.34,905.47,Premium Leaf Zimbabwe,1.0,676.4,1263.7,A2,1017.4,1,0.930446
G04327,Masvingo,F,1403.61,1.03,876.45,Mashonaland Tobacco Company (MTC),0.5,849.0,1359.7,X2,744.1,1,0.605982
G04328,Masvingo,M,15769.33,3.44,4330.56,Onhardt Tobacco (Pvt) Ltd,1.0,1259.8,4587.4,L1,3984.1,1,0.727781
G04329,Mashonaland Central,M,16518.3,5.79,6517.54,Aqua Tobacco (Pvt) Ltd,1.0,1125.7,2853.0,A2,6541.3,0,0.507399
G04330,Manicaland,M,1353.79,4.17,2163.8,Onhardt Tobacco (Pvt) Ltd,0.0,518.6,324.5,H1,2197.7,0,0.235855
G04331,Masvingo,F,20002.29,3.13,1612.55,Tobacco Sales Company (TSC),0.3,515.9,6399.3,B2,1601.8,0,0.683035
